Date,ABT,MMM,w_ABT,w_MMM,total_wealth  ,rw_ABT,rw_MMM,qty_ABT,qty_MMM,total_rebalanced
2010-10-01,21.601771,75.360557,49986.498094,49964.049291,99950.547385,49986.498094,49964.049291,2314.0,663.0,100000.0
2010-10-04,21.573017,74.569275,49919.961338,49439.429325,99359.390663,49919.961338,49439.429325,2304.0,666.0,99408.843278
2010-10-05,21.807188,76.427059,50461.833032,50671.140117,101132.973149,50243.761152,50900.421294,2320.0,661.0,101185.657406
2010-10-06,21.766105,77.312945,50366.76697,51258.482535,101625.249505,50497.3636,51103.856645,2335.0,657.0,101675.915492
2010-10-07,21.601771,76.461463,49986.498094,50693.949969,100680.448063,50440.135285,50235.181191,2331.0,658.0,100732.771928
2010-10-08,21.696268,76.685087,50205.164152,50842.212681,101047.376833,50574.000708,50458.787246,2329.0,659.0,101100.189027
2010-10-11,21.696268,75.902407,50205.164152,50323.295841,100528.459993,50530.608172,50019.686213,2318.0,662.0,100584.402907
2010-10-12,21.983855,75.8164,50870.64047,50266.2732,101136.91367,50958.57589,50190.4568,2301.0,667.0,101194.092939
2010-10-13,22.029415,76.667882,50976.06631,50830.805766,101806.872076,50689.683915,51137.477294,2312.0,664.0,101866.864993
2010-10-14,22.041847,76.607676,51004.833958,50790.889188,101795.723146,50960.750264,50867.496864,2310.0,664.0,101855.630993
2010-10-15,22.025278,76.667882,50966.493292,50830.805766,101797.299058,50878.39218,50907.473648,2312.0,664.0,101857.333387
2010-10-18,22.2324,77.115129,51445.7736,51127.330527,102573.104127,51401.3088,51204.445656,2308.0,665.0,102633.171459
2010-10-19,21.901005,76.160435,50678.92557,50494.368405,101173.293975,50547.51954,50646.689275,2311.0,664.0,101233.440289
2010-10-20,21.714596,76.951711,50247.575144,51018.984393,101266.559537,50182.431356,51095.936104,2333.0,658.0,101328.056354
2010-10-21,21.888574,77.880603,50650.160236,51634.839789,102285.000025,51066.043142,51245.436774,2337.0,657.0,102345.157964
2010-10-22,21.772589,77.785993,50381.770946,51572.113359,101953.884305,50882.540493,51105.397401,2342.0,655.0,102011.942249
2010-10-25,21.751877,78.181631,50333.843378,51834.421353,102168.264731,50942.895934,51208.968305,2349.0,653.0,102222.577635
2010-10-26,21.826438,77.811795,50506.377532,51589.220085,102095.597617,51270.302862,50811.102135,2340.0,656.0,102156.218516
2010-10-27,21.391483,77.725788,49499.891662,51532.197444,101032.089106,50056.07022,50988.116928,2362.0,650.0,101082.003224
2010-10-28,21.437052,73.16734,49605.338328,48509.94642,98115.284748,50634.316824,47558.771,2291.0,671.0,98226.646002
2010-10-29,21.258931,72.43627,49193.166334,48025.24701,97218.413344,48704.210921,48604.73717,2289.0,671.0,97328.022821
2010-11-01,20.960672,72.229852,48502.995008,47888.391876,96391.386884,47978.978208,48466.230692,2302.0,668.0,96506.801492
2010-11-02,21.076656,72.935121,48771.381984,48355.985223,97127.367207,48518.462112,48720.660828,2306.0,666.0,97244.916352
2010-11-03,21.142938,73.365163,48924.758532,48641.103069,97565.861601,48755.615028,48861.198558,2310.0,665.0,97684.170616
2010-11-04,21.076656,74.861707,48771.381984,49633.311741,98404.693725,48687.07536,49783.035155,2337.0,658.0,98526.260956
2010-11-05,21.093233,74.259644,48809.741162,49234.143972,98043.885134,49294.885521,48862.845752,2327.0,660.0,98168.843951
2010-11-08,20.898535,73.846807,48359.20999,48960.433041,97319.643031,48630.890945,48738.89262,2331.0,659.0,97443.309285
2010-11-09,20.732839,73.365163,47975.789446,48641.103069,96616.892515,48328.247709,48347.642417,2333.0,659.0,96739.668513
2010-11-10,20.782551,74.18224,48090.823014,49182.82512,97273.648134,48485.691483,48886.09616,2343.0,656.0,97394.100352
2010-11-11,20.620989,74.397261,47716.968546,49325.384043,97042.352589,48314.977227,48804.603216,2355.0,652.0,97156.614362
2010-11-12,20.123898,74.173637,46566.699972,49177.121331,95743.821303,47391.77979,48361.211324,2381.0,646.0,95840.162209
2010-11-15,19.949922,74.139233,46164.119508,49154.311479,95318.430987,47500.764282,47893.944518,2391.0,643.0,95403.700369
2010-11-16,19.7428,72.453469,45684.8392,48036.649947,93721.489147,47205.0348,46587.580567,2376.0,647.0,93824.525415
2010-11-17,19.800793,72.656854,45819.035002,48171.494202,93990.529204,47046.684168,47008.984538,2376.0,647.0,94093.906878
2010-11-18,19.726232,74.041623,45646.500848,49089.596049,94736.096897,46869.527232,47904.930081,2403.0,640.0,94812.695485
2010-11-19,19.635095,73.574265,45435.60983,48779.737695,94215.347525,47183.133285,47087.5296,2401.0,640.0,94294.584154
2010-11-22,19.572959,73.479062,45291.827126,48716.618106,94008.445232,46994.674559,47026.59968,2403.0,640.0,94084.465698
2010-11-23,19.448686,72.345281,45004.259404,47964.921303,92969.180707,46735.192458,46300.97984,2392.0,643.0,93060.217839
2010-11-24,19.452831,73.271349,45013.850934,48578.904387,93592.755321,46531.171752,47113.477407,2407.0,639.0,93665.594403
2010-11-26,19.38655,73.046323,44860.4767,48429.712149,93290.188849,46663.42585,46676.600397,2407.0,639.0,93362.264422
2010-11-29,19.258134,72.890536,44563.322076,48326.425368,92889.747444,46354.328538,46577.052504,2413.0,637.0,92953.619217
2010-11-30,19.266422,72.682824,44582.500508,48188.712312,92771.21282,46489.876286,46298.958888,2409.0,638.0,92841.305617
2010-12-01,19.473544,74.474362,45061.780816,49376.502006,94438.282822,46911.767496,47514.642956,2425.0,634.0,94483.263759
2010-12-02,19.722089,74.872481,45636.913946,49640.454903,95277.368849,47826.065825,47469.152954,2417.0,636.0,95338.39283
2010-12-03,19.622672,75.244637,45406.863008,49887.194331,95294.057339,47427.998224,47855.589132,2429.0,633.0,95334.793157
2010-12-06,19.436263,75.192704,44975.512582,49852.762752,94828.275334,47210.682827,47596.981632,2440.0,630.0,94849.132107
2010-12-07,19.42383,72.864573,44946.74262,48309.211899,93255.954519,47394.1452,45904.68099,2403.0,640.0,93352.073057
2010-12-08,19.357549,73.288655,44793.368386,48590.378265,93383.746651,46516.190247,46904.7392,2414.0,637.0,93464.212294
2010-12-09,19.523247,72.795333,45176.793558,48263.305779,93440.099337,47129.118258,46370.627121,2395.0,642.0,93549.961152
2010-12-10,19.726232,72.977083,45646.500848,48383.806029,94030.306877,47244.32564,46851.287286,2386.0,645.0,94152.793727
2010-12-13,19.668231,73.825254,45512.286534,48946.143402,94458.429936,46928.399166,47617.28883,2403.0,640.0,94561.473636
2010-12-14,19.904353,74.292606,46058.672842,49255.997778,95314.67062,47830.160259,47547.26784,2397.0,642.0,95427.980082
2010-12-15,19.933354,74.266643,46125.781156,49238.784309,95364.565465,47780.249538,47679.184806,2395.0,642.0,95480.827233
2010-12-16,20.115618,74.777278,46547.540052,49577.335314,96124.875366,48176.90511,48007.012476,2392.0,643.0,96245.177183
2010-12-17,20.049339,74.751315,46394.170446,49560.121845,95954.292291,47958.018888,48065.095545,2395.0,642.0,96069.943606
2010-12-20,19.995491,75.590823,46269.566174,50116.715649,96386.281823,47889.200945,48529.308366,2412.0,638.0,96479.941782
2010-12-21,19.883641,74.889788,46010.745274,49651.929444,95662.674718,47959.342092,47779.684744,2408.0,639.0,95762.899252
2010-12-22,19.817361,75.054231,45857.373354,49760.955153,95618.328507,47720.205288,47959.653609,2414.0,637.0,95708.376089
2010-12-23,19.804937,74.837861,45828.624218,49617.501843,95446.126061,47809.117918,47671.717457,2412.0,638.0,95540.556863
2010-12-27,19.626807,75.30522,45416.431398,49927.36086,95343.792258,47339.858484,48044.73036,2430.0,633.0,95409.082345
2010-12-28,19.630952,75.071537,45426.022928,49772.429031,95198.451959,47703.21336,47520.282921,2426.0,634.0,95271.233356
2010-12-29,19.643383,75.088851,45454.788262,49783.908213,95238.696475,47654.847158,47606.331534,2426.0,634.0,95312.368038
2010-12-30,19.70552,74.898444,45598.57328,49657.668372,95256.241652,47805.59152,47485.613496,2419.0,636.0,95342.394362
2010-12-31,19.846362,74.690732,45924.481668,49519.955316,95444.436984,48008.349678,47503.305552,2407.0,639.0,95550.986328
2011-01-03,19.809081,75.114814,45838.213434,49801.121682,95639.335116,47680.457967,47998.366146,2416.0,637.0,95732.239359
2011-01-04,19.995491,75.010954,46269.566174,49732.262502,96001.828676,48309.106256,47781.977698,2403.0,640.0,96116.447099
2011-01-05,19.995491,75.010954,46269.566174,49732.262502,96001.828676,48049.164873,48007.01056,2403.0,640.0,96116.447099
2011-01-06,19.954067,74.552252,46173.711038,49428.143076,95601.854114,47949.623001,47713.44128,2398.0,641.0,95723.335947
2011-01-07,20.036914,74.630148,46365.418996,49479.788124,95845.20712,48048.519772,47837.924868,2394.0,642.0,95971.934389
2011-01-10,19.858785,75.426386,45953.22849,50007.693918,95960.922408,47541.93129,48423.739812,2418.0,636.0,96056.678359
2011-01-11,19.817361,75.937015,45857.373354,50346.240945,96203.614299,47918.378898,48295.94154,2429.0,633.0,96281.275171
2011-01-12,19.892613,76.73326,46031.506482,50874.15138,96905.657862,48319.156977,48572.15358,2437.0,631.0,96968.085364
2011-01-13,19.804821,76.196661,45828.355794,50518.386243,96346.742037,48264.348777,48080.093091,2434.0,632.0,96415.542291
2011-01-14,19.604134,76.248588,45363.966076,50552.813844,95916.77992,47716.462156,48189.107616,2447.0,629.0,95959.887997
2011-01-18,19.733743,76.283208,45663.881302,50575.766904,96239.648206,48288.469121,47982.137832,2439.0,631.0,96298.8172
2011-01-19,19.78809,76.127421,45789.64026,50472.480123,96262.120383,48263.15151,48036.402651,2434.0,632.0,96333.067936
2011-01-20,20.051491,76.196661,46399.150174,50518.386243,96917.536417,48805.329094,48156.289752,2419.0,636.0,97017.94565
2011-01-21,20.034769,77.278508,46360.455466,51235.650804,97596.10627,48464.106211,49149.131088,2437.0,631.0,97665.549824
2011-01-24,20.139292,78.169949,46602.321688,51826.676187,98428.997875,49079.454604,49325.237819,2445.0,629.0,98482.771646
2011-01-25,20.051491,76.59478,46399.150174,50782.33914,97181.489314,49025.895495,48178.11662,2425.0,635.0,97277.3169
2011-01-26,19.545604,77.520841,45228.527656,51396.317583,96624.845239,47398.0897,49225.734035,2472.0,623.0,96638.58966
2011-01-27,19.390908,77.191962,44870.561112,51178.270806,96048.831918,47934.324576,48090.592326,2476.0,622.0,96051.289531
2011-01-28,19.01881,75.677376,44009.52634,50174.100288,94183.626628,47090.57356,47071.327872,2476.0,622.0,94187.902391
2011-01-31,18.880846,76.092801,43690.277644,50449.527063,94139.804707,46748.974696,47329.722222,2492.0,618.0,94104.697877
2011-02-01,18.910106,75.980292,43757.985284,50374.933596,94132.91888,47123.984152,46955.820456,2488.0,619.0,94108.083235
2011-02-02,19.11915,75.945672,44241.7131,50351.980536,94593.693636,47568.4452,47010.370968,2474.0,622.0,94606.754927
2011-02-03,19.232038,76.118765,44502.935932,50466.741195,94969.677127,47580.062012,47345.87183,2469.0,623.0,94993.703685
2011-02-04,19.282211,76.413031,44619.036254,50661.839553,95280.875807,47607.778959,47605.318313,2471.0,623.0,95300.90854
2011-02-07,19.102428,76.845769,44203.018392,50948.744847,95151.763239,47202.099588,47874.914087,2489.0,618.0,95126.260521
2011-02-08,19.068985,77.434295,44125.63129,51338.937585,95464.568875,47462.703665,47854.39431,2501.0,616.0,95406.729962
2011-02-09,19.039715,78.568068,44057.90051,52090.629084,96148.529594,47618.327215,48397.929888,2521.0,611.0,96031.92986
2011-02-10,19.01881,78.291116,44009.52634,51907.009908,95916.536248,47946.42001,47835.871876,2518.0,611.0,95810.010683
2011-02-11,19.04808,79.450859,44077.25712,52675.919517,96753.176637,47963.06544,48544.474849,2535.0,607.0,96592.315516
2011-02-14,19.223671,79.537406,44483.574694,52733.300178,97216.874872,48732.005985,48279.205442,2525.0,610.0,97089.97273
2011-02-15,19.545604,79.623952,45228.527656,52790.680176,98019.207832,49352.6501,48570.61072,2505.0,615.0,97955.646615
2011-02-16,19.340743,80.390159,44754.479302,53298.675417,98053.154719,48448.561215,49439.947785,2531.0,608.0,97913.687115
2011-02-17,19.365829,80.738433,44812.528306,53529.581079,98342.109385,49014.913199,49088.967264,2535.0,608.0,98188.930373
2011-02-18,19.59995,80.938687,45354.2843,53662.349481,99016.633781,49685.87325,49210.721696,2523.0,610.0,98904.18154
2011-02-22,19.637585,80.102832,45441.37169,53108.177616,98549.549306,49545.626955,48862.72752,2507.0,614.0,98489.263095
2011-02-23,19.428542,78.587845,44957.646188,52103.741235,97061.387423,48707.354794,48252.93683,2497.0,617.0,97034.990276
2011-02-24,19.733743,78.387585,45663.881302,51970.968855,97634.850157,49275.156271,48365.139945,2474.0,623.0,97673.516753
2011-02-25,19.917699,78.579137,46089.555486,52097.967831,98187.523317,49276.387326,48954.802351,2466.0,625.0,98247.960793
2011-02-28,20.110022,80.303092,46534.590908,53240.949996,99775.540904,49591.314252,50189.4325,2481.0,621.0,99799.701186
2011-03-01,19.85917,78.761979,45954.11938,52219.192077,98173.311457,49270.60077,48911.188959,2472.0,623.0,98220.306201
2011-03-02,19.934421,79.510767,46128.250194,52715.638521,98843.888715,49277.888712,49535.207841,2479.0,621.0,98872.821597
2011-03-03,20.214544,80.808083,46776.454816,53575.759029,100352.213845,50111.854576,50181.819543,2482.0,621.0,100372.87975
2011-03-04,20.356691,80.268264,47105.382974,53217.859032,100323.242006,50525.307062,49846.591944,2465.0,625.0,100390.461005
2011-03-07,20.277257,80.451106,46921.572698,53339.083278,100260.655976,49983.438505,50281.94125,2473.0,623.0,100308.932445
2011-03-08,20.360875,81.626527,47115.06475,54118.387401,101233.452151,50352.443875,50853.326321,2486.0,620.0,101248.007042
2011-03-09,20.515571,81.121529,47473.031294,53783.573727,101256.605021,51001.709506,50295.34798,2469.0,624.0,101319.482538
2011-03-10,20.277257,78.370175,46921.572698,51959.426025,98880.998723,50064.547533,48902.9892,2441.0,631.0,99014.240376
2011-03-11,20.260535,79.763266,46882.87799,52883.045358,99765.923348,49455.965935,50330.620846,2464.0,625.0,99852.462395
2011-03-14,20.160195,79.24956,46650.69123,52542.45828,99193.14951,49674.72048,49530.975,2462.0,626.0,99284.158385
2011-03-15,19.921883,77.926124,46099.237262,51665.020212,97764.257474,49047.675946,48781.753624,2456.0,627.0,97868.963305
2011-03-16,19.528882,76.228295,45189.832948,50539.359585,95729.192533,47962.934192,47795.140965,2453.0,628.0,95839.214066
2011-03-17,19.75883,77.220873,45721.93262,51197.438799,96919.371419,48468.40999,48494.708244,2455.0,628.0,97026.615494
2011-03-18,20.030587,77.473372,46350.778318,51364.845636,97715.623954,49175.091085,48653.277616,2442.0,631.0,97852.348301
2011-03-21,20.080752,79.188612,46466.860128,52502.049756,98968.909884,49037.196384,49968.014172,2466.0,625.0,99057.167671
2011-03-22,20.051491,78.970941,46399.150174,52357.733883,98756.884057,49446.976806,49356.838125,2464.0,625.0,98848.96567
2011-03-23,20.064031,80.224727,46428.167734,53188.994001,99617.161735,49437.772384,50140.454375,2483.0,621.0,99663.48048
2011-03-24,20.114204,80.60783,46544.268056,53442.99129,99987.259346,49943.568532,50057.46243,2486.0,620.0,100025.967002
2011-03-25,20.080752,80.337913,46466.860128,53264.036319,99730.896447,49920.749472,49809.50606,2484.0,620.0,99775.45679
2011-03-28,20.101657,80.207316,46515.234298,53177.450508,99692.684806,49932.515988,49728.53592,2481.0,621.0,99746.41467
2011-03-29,20.227084,80.834202,46805.472376,53593.075926,100398.548302,50183.395404,50198.039442,2482.0,621.0,100446.895263
2011-03-30,20.469579,80.512054,47366.605806,53379.491802,100746.097608,50805.495078,49997.985534,2463.0,626.0,100848.713945
2011-03-31,20.507204,81.408856,47453.670056,53974.071528,101427.741584,50509.243452,50961.943856,2474.0,623.0,101502.782372
2011-04-01,20.640997,81.086701,47763.267058,53760.482763,101523.749821,51065.826578,50517.014723,2461.0,626.0,101633.083689
2011-04-04,21.00891,81.530751,48614.61774,54054.887913,102669.505653,51702.92751,51038.250126,2446.0,630.0,102816.492882
2011-04-05,20.900207,81.313081,48363.078998,53910.572703,102273.651701,51121.906322,51227.24103,2450.0,629.0,102413.473244
2011-04-06,21.188684,81.687475,49030.614776,54158.795925,103189.410701,51912.2758,51381.421775,2438.0,632.0,103355.73572
2011-04-07,21.109249,81.138947,48846.802186,53795.121861,102641.924047,51464.349062,51279.814504,2435.0,633.0,102815.403494
2011-04-08,21.109249,81.165066,48846.802186,53812.438758,102659.240944,51401.021315,51377.486778,2435.0,633.0,102831.936821
2011-04-11,21.28485,81.670064,49253.1429,54147.252432,103400.395332,51828.60975,51697.150512,2433.0,634.0,103579.18899
2011-04-12,21.335015,80.424987,49369.22471,53321.766381,102690.991091,51908.091495,50989.441758,2411.0,639.0,102911.861617
2011-04-13,21.292809,80.85162,49271.560026,53604.62406,102876.184086,51336.962499,51664.18518,2420.0,637.0,103082.721438
2011-04-14,21.524942,80.921276,49808.715788,53650.805988,103459.521776,52090.35964,51546.852812,2408.0,640.0,103688.85417
2011-04-15,21.904794,80.816792,50687.693316,53581.533096,104269.226412,52746.743952,51722.74688,2386.0,646.0,104536.668026
2011-04-18,21.643113,79.623954,50082.163482,52790.681502,102872.844984,51640.467618,51437.074284,2382.0,647.0,103141.723812
2011-04-19,21.562924,79.980937,49896.606136,53027.361231,102923.967367,51362.884968,51747.666239,2392.0,645.0,103181.681615
2011-04-20,21.44053,81.635236,49613.38642,54124.161468,103737.547888,51285.74776,52654.72722,2424.0,636.0,103955.938022
2011-04-21,21.862587,81.774542,50590.026318,54216.521346,104806.547664,52994.910888,52008.608712,2402.0,642.0,105067.602806
2011-04-25,21.660004,81.948682,50121.249256,54331.976166,104453.225422,52027.329608,52611.053844,2416.0,638.0,104692.79632
2011-04-26,21.849929,83.533325,50560.735706,55382.594475,105943.330181,52789.428464,53294.26135,2429.0,635.0,106162.657354
2011-04-27,22.022965,83.994786,50961.14101,55688.543118,106649.684128,53493.781985,53336.68911,2426.0,636.0,106875.989533
2011-04-28,22.069393,84.656507,51068.575402,56127.264141,107195.839543,53540.347418,53841.538452,2433.0,634.0,107409.478417
2011-04-29,21.963879,84.639089,50824.416006,56115.716007,106940.132013,53438.117607,53661.182426,2439.0,632.0,107141.719843
2011-05-02,22.19601,84.38659,51361.56714,55948.30917,107309.87631,54136.06839,53332.32488,2422.0,637.0,107548.307984
2011-05-03,22.305747,84.308232,51615.498558,55896.357816,107511.856374,54024.519234,53704.343784,2415.0,639.0,107764.176952
2011-05-04,22.343731,83.759698,51703.393534,55532.679774,107236.073308,53960.110365,53522.447022,2405.0,641.0,107505.395086
2011-05-05,22.187574,82.645224,51342.046236,54793.783512,106135.829748,53361.11547,52975.588584,2398.0,643.0,106415.459667
2011-05-06,22.166473,83.237289,51293.218522,55186.322607,106479.541129,53155.202254,53521.576827,2407.0,641.0,106745.557264
2011-05-09,22.225558,83.576855,51429.941212,55411.454865,106841.396077,53496.918106,53572.764055,2409.0,640.0,107105.436665
2011-05-10,22.301526,83.333065,51605.731164,55249.822095,106855.553259,53724.376134,53333.1616,2401.0,642.0,107132.417977
2011-05-11,22.390159,83.167633,51810.827926,55140.140679,106950.968605,53758.771759,53393.620386,2394.0,644.0,107239.018466
2011-05-12,22.592743,84.151509,52279.607302,55792.450467,108072.057769,54087.026742,54193.571796,2398.0,643.0,108357.620706
2011-05-13,22.575862,83.594272,52240.544668,55423.002336,107663.547004,54136.917076,53751.116896,2391.0,645.0,107958.836677
2011-05-16,22.791115,83.115394,52738.64011,55105.506222,107844.146332,54493.555965,53609.42913,2372.0,650.0,108164.63029
2011-05-17,22.580085,81.722303,52250.31669,54181.886889,106432.203579,53559.96162,53119.49695,2363.0,653.0,106758.55798
2011-05-18,22.715147,82.274066,52562.850158,54547.705758,107110.555916,53675.892361,53724.965098,2364.0,652.0,107438.010725
2011-05-19,22.546325,82.948441,52172.19605,54994.816383,107167.012433,53299.5123,54082.383532,2383.0,647.0,107478.608017
2011-05-20,22.584308,81.941252,52260.088712,54327.050076,106587.138788,53818.405964,53015.990044,2367.0,652.0,106917.470223
2011-05-23,22.474571,81.004131,52006.157294,53705.738853,105711.896147,53197.309557,52814.693412,2359.0,654.0,106046.719852
2011-05-24,22.508332,80.54871,52084.280248,53403.79473,105488.074978,53097.155188,52678.85634,2350.0,656.0,105828.516717
2011-05-25,22.356399,81.179298,51732.707286,53821.874574,105554.58186,52537.53765,53253.619488,2368.0,652.0,105885.139895
2011-05-26,22.006085,81.293151,50922.08069,53897.359113,104819.439803,52110.40928,53003.134452,2388.0,646.0,105129.828499
2011-05-27,21.757073,81.862432,50345.866922,54274.792416,104620.659338,51955.890324,52883.131072,2410.0,640.0,104902.943369
2011-05-31,22.052513,82.65942,51029.515082,54803.19546,105832.710542,53146.55633,52902.0288,2406.0,641.0,106125.026089
2011-06-01,21.913238,80.084529,50707.232732,53096.042727,103803.275459,52723.250628,51334.183089,2376.0,650.0,104139.425308
2011-06-02,21.630456,80.102042,50052.875184,53107.653846,103160.52903,51393.963456,52066.3273,2391.0,645.0,103478.918726
2011-06-03,21.558703,79.436421,49886.838742,52666.347123,102553.185865,51546.858873,51236.491545,2385.0,647.0,102878.031758
2011-06-06,21.533386,79.366361,49828.255204,52619.897343,102448.152547,51357.12561,51350.035567,2386.0,647.0,102772.321893
2011-06-07,21.68532,79.567794,50179.83048,52753.447422,102933.277902,51741.17352,51480.362718,2380.0,648.0,103265.163568
2011-06-08,21.748629,79.620348,50326.327506,52788.290724,103114.61823,51761.73702,51593.985504,2378.0,649.0,103449.89398
2011-06-09,21.748629,80.53995,50326.327506,53397.98685,103724.314356,51718.239762,52270.42755,2392.0,645.0,104046.715678
2011-06-10,21.482735,79.462701,49711.04879,52683.770763,102394.819553,51386.70212,51253.442145,2390.0,646.0,102715.871625
2011-06-13,21.693764,79.961915,50199.369896,53014.749645,103214.119541,51848.09596,51655.39709,2386.0,647.0,103542.723179
2011-06-14,21.647336,81.091711,50091.935504,53763.804393,103855.739897,51650.543696,52466.337017,2405.0,642.0,104162.923983
2011-06-15,21.655781,79.725441,50111.477234,52857.967383,102969.444617,52082.153305,51183.733122,2385.0,647.0,103306.088868
2011-06-16,21.655781,80.207142,50111.477234,53177.335146,103288.81238,51649.037685,51894.020874,2392.0,645.0,103617.749415
2011-06-17,21.811937,80.382303,50472.822218,53293.466889,103766.289107,52174.153304,51846.585435,2386.0,647.0,104104.253412
2011-06-20,21.955443,81.065437,50804.895102,53746.384731,104551.279833,52385.686998,52449.337739,2388.0,646.0,104888.646426
2011-06-21,22.056736,81.827399,51039.287104,54251.565537,105290.852641,52671.485568,52860.499754,2394.0,645.0,105622.761562
2011-06-22,21.98076,81.275638,50863.47864,53885.747994,104749.226634,52621.93944,52422.78651,2390.0,646.0,105084.989173
2011-06-23,21.913238,80.872757,50707.232732,53618.637891,104325.870623,52372.63882,52243.801022,2388.0,647.0,104663.350467
2011-06-24,21.841485,79.602828,50541.19629,52776.674964,103317.871254,52157.46618,51503.029716,2373.0,651.0,103670.36024
2011-06-27,21.904794,80.793937,50687.693316,53566.380231,104254.073547,51980.076162,52596.852987,2387.0,647.0,104596.004456
2011-06-28,22.052513,81.468312,51029.515082,54013.490856,105043.005938,52639.348531,52709.997864,2389.0,646.0,105384.930334
2011-06-29,22.014529,81.547138,50941.620106,54065.752494,105007.3726,52592.709781,52679.451148,2392.0,645.0,105345.108154
2011-06-30,22.208678,83.071055,51390.880892,55076.109465,106466.990357,53123.157776,53580.830475,2404.0,642.0,106792.439027
2011-07-01,22.411263,84.665038,51859.662582,56132.920194,107992.582776,53876.676252,54354.954396,2416.0,639.0,108302.790453
2011-07-05,22.436588,84.200857,51918.264632,55825.168191,107743.432823,54206.796608,53804.347623,2408.0,641.0,108067.363994
2011-07-06,22.487229,85.164252,52035.447906,56463.899076,108499.346982,54149.247432,54590.285532,2419.0,638.0,108806.843717
2011-07-07,22.596966,85.8036,52289.379324,56887.7868,109177.166124,54662.060754,54742.6968,2422.0,637.0,109480.201544
2011-07-08,22.508332,85.497066,52084.280248,56684.554758,108768.835006,54515.180104,54461.631042,2422.0,637.0,109070.267838
2011-07-11,22.445024,84.568698,51937.785536,56069.046774,108006.83231,54361.848128,53870.260626,2413.0,640.0,108325.565446
2011-07-12,22.491452,83.973143,52045.219928,55674.193809,107719.413737,54271.873676,53742.81152,2402.0,643.0,108056.44101
2011-07-13,22.474418,84.24465,52005.803252,55854.20295,107860.006202,53983.552036,54169.30995,2406.0,642.0,108190.104343
2011-07-14,22.640516,83.184915,52390.154024,55151.598645,107541.752669,54473.081496,53404.71543,2383.0,648.0,107909.386261
2011-07-15,22.589404,83.614062,52271.880856,55436.123106,107708.003962,53830.549732,54181.912176,2391.0,646.0,108065.673621
2011-07-18,22.376458,82.852101,51779.123812,54930.942963,106710.066775,53502.111078,53522.457246,2392.0,646.0,107064.292929
2011-07-19,22.52552,82.56308,52124.05328,54739.32204,106863.37532,53881.04384,53335.74968,2380.0,649.0,107234.141667
2011-07-20,22.316834,82.545567,51641.153876,54727.710921,106368.864797,53114.06492,53572.072983,2391.0,646.0,106726.10305
2011-07-21,22.508486,83.93811,52084.636604,55650.96693,107735.603534,53817.790026,54224.01906,2400.0,643.0,108083.92576
2011-07-22,22.551077,83.535236,52183.192178,55383.861468,107567.053646,54122.5848,53713.156748,2392.0,645.0,107927.096178
2011-07-25,22.393492,83.263735,51818.540488,55203.856305,107022.396793,53565.232864,53705.109075,2397.0,644.0,107375.034713
2011-07-26,22.223133,78.762046,51424.329762,52219.236498,103643.56626,53268.849801,50722.757624,2341.0,660.0,104067.596474
2011-07-27,22.074072,77.14179,51079.402608,51145.00677,102224.409378,51675.402552,50913.5814,2325.0,665.0,102649.275713
2011-07-28,21.984641,76.695122,50872.459274,50848.865886,101721.32516,51114.290325,51002.25613,2323.0,665.0,102144.314418
2011-07-29,21.856873,76.318522,50576.804122,50599.180086,101175.984208,50773.515979,50751.81713,2324.0,665.0,101597.070354
2011-08-01,21.494862,75.994468,49739.110668,50384.332284,100123.442952,49954.059288,50536.32122,2338.0,661.0,100540.26088
2011-08-02,21.379868,74.680745,49473.014552,49513.333935,98986.348487,49986.131384,49363.972445,2324.0,665.0,99403.034005
2011-08-03,21.418197,75.47774,49561.707858,50041.74162,99603.449478,49775.889828,50192.6971,2334.0,662.0,100022.112276
2011-08-04,20.770844,72.018273,48063.733016,47748.114999,95811.848015,48479.149896,47676.096726,2316.0,668.0,96221.02322
2011-08-05,21.392641,72.473694,49502.571274,48050.059122,97552.630396,49545.356556,48412.427592,2289.0,675.0,97965.3263
2011-08-08,20.468458,68.8303,47364.011812,45634.4889,92998.500712,46852.300362,46460.4525,2281.0,678.0,93390.580463
2011-08-09,20.681403,72.421147,47856.766542,48015.220461,95871.987003,47174.280243,49101.537666,2328.0,664.0,96310.902274
2011-08-10,19.970158,68.515013,46210.945612,45425.453619,91636.399231,46490.527824,45493.968632,2304.0,671.0,92061.450938
2011-08-11,21.030632,71.133698,48664.882448,47161.641774,95826.524222,48454.576128,47730.711358,2288.0,676.0,96261.920669
2011-08-12,21.137105,72.289774,48911.26097,47928.120162,96839.381132,48361.69624,48867.887224,2301.0,672.0,97287.038269
2011-08-15,21.25636,72.964148,49187.21704,48375.230124,97562.447164,48910.88436,49031.907456,2305.0,671.0,98014.623352
2011-08-16,21.324505,71.930686,49344.90457,47690.044818,97034.949388,49152.984025,48265.490306,2285.0,677.0,97478.244575
2011-08-17,21.358573,71.357571,49423.737922,47310.069573,96733.807495,48804.339305,48309.075567,2274.0,680.0,97168.0911
2011-08-18,20.813433,68.262734,48162.283962,45258.192642,93420.476604,47329.746642,46418.65912,2253.0,687.0,93823.95358
2011-08-19,20.902864,67.777792,48369.227296,44936.676096,93305.903392,47094.152592,46563.343104,2241.0,691.0,93692.286469
